Код ресурса,Наименование,Ед.изм.
28.13.14.110.89.1.68.01-0006-000,"Электронасос центробежный погружной для загрязненных вод, типоразмер ГНОМ 350-25",шт
28.13.14.110.89.1.68.01-0013-000,"Электронасос центробежный погружной для загрязненных вод, типоразмер ГНОМ 40-25",шт
28.13.14.110.89.1.68.01-0014-000,"Электронасос центробежный погружной для загрязненных вод, типоразмер ГНОМ 40-25Тр",шт
28.13.14.110.89.1.68.01-0015-000,"Электронасос центробежный погружной для загрязненных вод, типоразмер ГНОМ 53-10",шт
28.13.14.110.89.1.68.01-0003-000,"Электронасос центробежный погружной для загрязненных вод, типоразмер ГНОМ 53-10Тр",шт
28.13.14.110.89.1.68.01-0016-000,"Электронасос центробежный погружной для загрязненных вод, типоразмер ГНОМ 63-18Тр",шт
28.13.13.120.89.1.68.09-0001-000,"Электронасосный агрегат ОНВ-60/6, одновинтовой с электродвигателем взрывозащищенного исполнения, 2 класс безопасности.",шт
28.13.14.110.89.1.68.01-0018-000,"Электронасосы центробежные погружные, для откачивания загрязненных грунтовых и производственных сточных вод, в чугунном корпусе, номинальная подача 10 м3/ч, номинальный напор 10 м, температура воды до 35 °C, номинальное напряжение 380 В",шт
28.13.14.110.89.1.68.01-0019-000,"Электронасосы центробежные погружные, для откачивания загрязненных грунтовых и производственных сточных вод, в чугунном корпусе, номинальная подача 16 м3/ч, номинальный напор 16 м, температура воды до 35 °C, номинальное напряжение 380 В",шт
28.13.14.110.89.1.68.01-0020-000,"Электронасосы центробежные погружные, для откачивания загрязненных грунтовых и производственных сточных вод, в чугунном корпусе, номинальная подача 40 м3/ч, номинальный напор 25 м, температура воды до 35 °C, номинальное напряжение 380 В",шт
27.33.13.150.89.1.62.02-0036-000,"Электронный пускорегулирующий аппарат ЭПРА, для модулей со светоизлучающими диодами, с внутренней защитой от короткого замыкания цепи",шт
27.33.13.150.89.1.62.02-0037-000,"Электронный пускорегулирующий аппарат ЭПРА, для трубчатых люминесцентных ламп, несъемные, рабочее напряжение 500 В, максимально допустимое амплитудное напряжение 2900 В",шт
27.51.26.110.89.1.63.03-0015-000,"Электрообогреватели с жидким теплоносителем, тип исполнения настенный, мощность 0,75 кВт",шт
27.51.26.110.89.1.63.03-0001-000,"Электрообогреватель конвекторного типа, тип исполнения-мобильный, мощность 0,5 кВт",шт
27.51.26.110.89.1.63.03-0002-000,"Электрообогреватель конвекторного типа, тип исполнения-настенный, мощность 0,5 кВт",шт
27.51.26.110.89.1.63.03-0003-000,"Электрообогреватель конвекторного типа, тип исполнения-настенный, мощность 1 кВт",шт
27.51.26.110.89.1.63.03-0004-000,"Электрообогреватель конвекторного типа, тип исполнения-настенный, мощность 1,5 кВт",шт
27.51.26.110.89.1.63.03-0005-000,"Электрообогреватель конвекторного типа, тип исполнения-настенный, мощность 2 кВт",шт
23.61.12.172.59.1.05.01-1691-000,"Электропанели, марки Э-1 (3160x2270x200 мм) из легкого бетона плотностью 1800 кг) м3 (бетон B15, объем 1,34 м3, расход арматуры 29,22 кг)",шт
23.61.12.172.59.1.05.01-1692-000,"Электропанели, марки Э-2 (3160x2780x200 мм) из легкого бетона плотностью 1800 кг) м3 (бетон B15, объем 1,542 м3, расход арматуры 35,87 кг)",шт
