name,КСР код,КСР наименование,ref_unit
Кран шаровый стальной приварной Ду 100 Ру25 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровый стальной приварной Ду 125 Ру25 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровый стальной приварной Ду 125 Ру25 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровый стальной приварной Ду 150 Ру25 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду150, PN25",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровый стальной приварной Ду200 Ру25 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду200, PN25",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровый стальной приварной Ду25 Ру40 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду25, PN40",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровый стальной приварной Ду40 Ру40 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду40, PN40",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровый стальной приварной Ду50 Ру40 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду50, PN25",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровый стальной приварной Ду65 Ру25 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду65, PN25",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
Кран шаровый стальной приварной Ду80 Ру25 рычаг,28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду80, PN25",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Шаровой кран Ридан полнопроходной BVR-FR, ВР- НР, ручка-бабочка, 1 1/4""",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Шаровой кран Ридан полнопроходной BVR-FR, ВР- НР, ручка-бабочка, 1 1/4""",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Шаровой стальной кран с/с Ду 32 Ру 40, с ручкой, LD КШ.Ц.П.320.040.02",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
"Стальной шаровый кран Ду32, PN40",28.14.13.131.18.1.09.05-0021-000,"Кран шаровой газовый стальной, приварной, полнопроходной, с ручкой, номинальное давление 1,6 МПа, номинальный диаметр 100 мм",шт
